Date,comment,category,level
4/9/2021,জীবনটা কেটে যাচ্ছে ভয়ে ভয়ে,negative,1
4/9/2021,"স্বপ্ন কে তাড়া করে ছুটে চলছি আমরা প্রতিনিয়ত। ছুটতে ছুটতে ক্লান্ত হয়ে যখন ফিরছি বাড়িতে, হিসাব মেলানোর খাতায় আমাদের জীবনের হিসাব ঠিক ঠাক মিলছে না",negative,1
4/9/2021,আমরা মানুষ একে অপরকে ভালোবাসবো,positive,0
4/9/2021,সুস্থ দেহে সুস্থ মন তৈরি করাই হলো শিক্ষা,positive,0
4/9/2021,সুস্থ দেহে সুস্থ মন তৈরি করাই হলো শিক্ষা নয়,negative,1
4/9/2021,সচেতনতা ও উন্নত সেবা প্রতিরোধযোগ্য মৃত্যু থামাতে পারেনা,neutral,2
4/9/2021,বড়দের মুখে মুখে কথা বলতে হয়না,positive,0
4/9/2021,বড়দের মুখে মুখে কথা বলতে হয়,negative,1
4/9/2021,সবাইকে সালাম দিতে হবে,positive,0
4/9/2021,সবাইকে সালাম দিতে হবেনা,negative,1
4/9/2021,পাঁচ ওয়াক্ত নামাজ পড়তে হবে,positive,0
4/9/2021,পাঁচ ওয়াক্ত নামাজ পড়তে হবে না,negative,1
4/9/2021,"শিশুরা বিচারক, পুলিশ কর্মকর্তা, শিক্ষক, সমাজকর্মী, ধর্মীয় নেতা, স্বাস্থ্য ও গণমাধ্যম পেশাজীবি এমন ব্যক্তিবর্গের উপরও নির্ভর করে যারা তাদের অধিকার সম্পর্কে সম্পূর্ণ সজাগ।",positive,0
4/9/2021,বাংলাদেশে ‘সংবাদ সাক্ষরতা’ তুলনামূলকভাবে নতুন ধারণা,neutral,2
4/9/2021,বাংলাদেশে শিশুর যত্ন ও প্রতিপালন বিষয়ে মা-বাবাদের জ্ঞান ও সচেতনতা খবুই সীমিত,negative,1
4/9/2021,মানুষের দ্রুততম বিকাশ হয় শৈশবের শুরুতে,positive,0
4/9/2021,জীবনের শুরুর দিকে উৎসাহ যোগানো ও শিক্ষাই তার পরিপূর্ণ বিকাশে সবচেয়ে বড় ভূমিকা রাখে,positive,0
4/9/2021,"প্রাথমিক বিদ্যালয়ে যাওয়ার আগে অধিকাংশ শিশুই ভাষার দক্ষতা অর্জন, একে অপরের সঙ্গে বিভিন্ন বিষয় নিয়ে আলোচনা ও সহায়তা করার মধ্য দিয়ে পারস্পরিক সহযোগিতার শিক্ষা, প্রাক-লিখন ও প্রাক-পঠনের দক্ষতা অর্জনের সুযোগ থেকে বঞ্চিত হয়",negative,1
4/9/2021,বাংলাদেশে ছোট শিশুদের জন্য উপযুক্ত শিক্ষার পরিবেশ ও উপকরণের অভাব রয়েছে।,negative,1
4/9/2021,ভৌগলিক অবস্থানের কারণে অনেক এলাকায় সুযোগ-সুবিধা খুবই কম এবং মানসম্মত শিক্ষক ও শিক্ষার পরিবেশ না থাকাটাও একটা চ্যালেঞ্জ,neutral,2
4/9/2021,সচেতনতা ও উন্নত সেবা প্রতিরোধযোগ্য মৃত্যু থামাতে পারে,positive,0
4/9/2021,বিশ্বের সর্বোচ্চ নবজাতক মৃত্যু-কবলিত দেশগুলোর মধ্যে একটি বাংলাদেশ,negative,1
4/9/2021,বাংলাদেশে নবজাতকের মৃত্যুর সংখ্যা অনেক বেশি,negative,1
4/9/2021,"বাংলাদেশে নবজাতকের মৃত্যুর প্রধান কারণগুলোর মধ্যে রয়েছে অপরিণত অবস্থায় জন্ম, সংক্রমণ এবং শ্বাসকষ্টের মতো ডেলিভারিকেন্দ্রিক জটিলতা থেকে সৃষ্ট পরিস্থিতির কারণে।",negative,1
4/9/2021,কিছু কারণে শিশুদের অধিকার সম্পর্কে সচেতনতা বৃদ্ধি এবং বাংলাদেশ মিডিয়াতে তাদের অর্থবহ অংশগ্রহণ হুমকির সম্মুখীন হচ্ছে।,negative,1
4/9/2021,অধিকাংশ মায়েরই মৃত্যু ঘটে কোনো চিকিৎসক বা দক্ষ ধাত্রী ছাড়া বাড়িতে সন্তান প্রসবের সময়,negative,1
4/9/2021,"মূলধারার মিডিয়ায় শিশুদের অংশগ্রহণ বাড়াতে হলে, মিডিয়া প্রোগ্রাম তৈরিতে তাদেরকে প্রভাবিত করতে হবে",neutral,2
4/9/2021,ইন্টারনেট সুবিধা গ্রহণ করার জন্য শিশুদের মধ্যে প্রযুক্তির ব্যবহার বাংলাদেশে ক্রমাগতভাবে বেড়ে চলেছে,positive,0
4/9/2021,"গর্ভধারণকালে নির্ধারিত সময়সূচি অনুযায়ী হাসপাতাল, ক্লিনিক ও স্বাস্থ্য সেবা কেন্দ্রে গিয়ে মাতৃত্বকালীন সেবা না নেওয়ার কারণেও অনেক মায়ের মৃত্যু হয়।",negative,1
4/9/2021,কিশোরী মায়েদের সন্তানদের ক্ষেত্রে ঝুঁকি আরও বেশি থাকে।,negative,1
4/9/2021,বাল্য বিয়ে এখনও সাধারণ ঘটনা হওয়ায় বিশ্বে সবচেয়ে বেশি সংখ্যায় কিশোরী মায়েদের সন্তান জন্মদানের দেশগুলোর একটি বাংলাদেশ,negative,1
4/9/2021,স্বল্প শিক্ষিত মায়েদের সন্তানরা আরও বেশি অসহায়,negative,1
4/9/2021,শহরের বস্তিগুলোতে নবজাতক ও মায়ের স্বাস্থ্য সেবার চ্যালেঞ্জগুলো তীব্র,negative,1
4/9/2021,"প্রতিটি শিশুকে বাঁচিয়ে রাখতে ইউনিসেফ ‘নিউবর্ন বান্ডল’ সরবরাহের প্রতি নজর দিচ্ছে,",neutral,2
4/9/2021,"মেডিকেল কলেজ হাসপাতাল, জেলা হাসপাতাল ও উপজেলা স্বাস্থ্য কমপ্লেক্সে অসুস্থ ও কম ওজনের শিশুদের জন্য ক্যাঙ্গারু মাতৃ সেবা নিয়ে যাচ্ছে ইউনিসেফ",neutral,2
4/9/2021,নবজাতকের জন্য জরুরি সেবার বিষয়ে সিদ্ধান্ত গ্রহণে কমিউনিটির সদস্যদের ক্ষমতায়নে সরকারের জাতীয় নিউবর্ন ক্যাম্পেইনেও সহযোগিতা করা হচ্ছে,neutral,2
4/9/2021,"নবজাতকের ঝুঁকি হ্রাস শুধু শিশু মৃত্যু কমানোই নয়, প্রারম্ভিব শৈশবের যত্ন ও উন্নয়নে এবং সর্বোপরি শিশু স্বাস্থ্যেরও ভিত্তি হিসেবে কাজ করে",neutral,2
4/9/2021,শিশু অপরাধীও জন্ম সনদ ছাড়া শিশু হিসেবে আইনি সুবিধা পাবে না।,positive,0
4/9/2021,শিশু-বান্ধব বাজেটে অবশ্যই অংশগ্রহণমূলক এবং স্বচ্ছ উন্নয়ন প্রক্রিয়া অন্তর্ভূক্ত থাকবে,neutral,2
4/9/2021,শিশুদের জন্য ভালো বিনিয়োগ নিশ্চিত করতে উন্নত রাজস্ব ব্যবস্থা অর্জনের জন্য বাংলাদেশকে আরো কাজ করতে হবে।,neutral,2
4/9/2021,জন্মনিবন্ধন না থাকলে শিশু শ্রম আর বাল্য বিয়ে থেকে শিশুদের রক্ষা করা কঠিন হয়ে পড়ে,neutral,2
4/9/2021,শিশু অপরাধীও জন্ম সনদ ছাড়া শিশু হিসেবে আইনি সুবিধা পাবে না,positive,0
4/9/2021,নারীর অপুষ্টির ক্ষেত্রে ‘দ্বিগুণ বোঝা’ মোকাবেলা করছে বাংলাদেশ,neutral,2
4/9/2021,বাল্যবিয়ে ও গর্ভধারণ মা ও নবজাতক উভয়ের অসুস্থতা ও মৃত্যু ঝুঁকি বাড়িয়ে দেয়),neutral,2
4/9/2021,শিশু অধিকার সপ্তাহে শুধুমাত্র একটি দৈনিক পত্রিকায় প্রকাশিত কয়েকটি ঘটনার শিরোনামে আমাদের সমাজ বাস্তবতার কিছু চিত্র পাওয়া যেতে পারে।,neutral,2
4/9/2021,বাংলাদেশের শহর ও গ্রামে বর্জ্য ব্যবস্থাপনা সরকারের জন্য একটা বড় চ্যালেঞ্জ),neutral,2
4/9/2021,বাংলাদেশে মৌলিক পরিচ্ছন্নতা বা হাইজিন সম্পর্কে মানুষের ধারণা খুব ভালো,neutral,2
4/9/2021,পয়ঃনিষ্কাশনের সঙ্গে শিশুর ডায়রিয়া ও খর্বকায়ত্বের সরাসরি সম্পর্ক রয়েছে,neutral,2
4/9/2021,"ব্র্যাকের একটি গবেষণায় দেখা গেছে, স্কুলে মেয়েদের জন্য আলাদা টয়লেট থাকায় ক্লাসে তাদের উপস্থিতি ১০ শতাংশ পয়েন্ট বাড়ে এবং ঋতুস্রাবের সময় সেগুলো ব্যবহারের সুযোগ থাকলে উপস্থিতি বাড়ে ২০ শতাংশ পয়েন্ট।",neutral,2
4/9/2021,অতিরিক্ত গরমও জলবায়ু পরিবর্তনের আরেক ধরনের প্রভাব,neutral,2
4/9/2021,জলবায়ুর প্রভাবে বাংলাদেশের শিশুদের ভবিষ্যত অনিশ্চিত,neutral,2
4/9/2021,মানুষের আচরণ বৈচিত্র্যপূর্ণ।,neutral,2
4/9/2021,কোনো বিষয়ে সমাজের দৃষ্টিভঙ্গির পরিবর্তনের জন্য সে বিষয়ে সামাজিক আচরণের কারণগুলোর দিকে নজর দিতে হয়।,neutral,2
4/9/2021,বাংলাদেশে দীর্ঘ দিন ধরে যে সব আচরণ শিশুর অধিকারকে ক্ষুণ্ন করছে স্বাস্থ্য থেকে শিক্ষা পর্যন্ত সে সব আচরণের সুস্পষ্ট সীমাবদ্ধতা রয়েছে,neutral,2
4/9/2021,নির্দিষ্ট কিছু পারিবারিক আচরণ জন্মের আগে থেকে শুরু করে শৈশব পেরোনোর আগ পর্যন্ত শিশুর ওপর প্রভাব ফেলে,neutral,2
4/9/2021,মাঠ পর্যায়ে কাজের ভিত্তিতে পরিকল্পনা প্রণয়ন না করলে সবাইকে জীবন রক্ষাকারী সেবা দেওয়া সম্ভব হবে না,neutral,2
4/9/2021,মৌলিক পরিচ্ছন্নতার জ্ঞান বাংলাদেশের মানুষের বেশ মাত্রায় থাকলেও ঠিকভাবে হাত ধোওয়ার চর্চায় বেশ পিছিয়ে।,neutral,2
4/9/2021,বাড়ন্ত সময়ে আবশ্যিক পুষ্টির অভাবে শিশুর বৃদ্ধি ব্যাহত হয়।,negative,1
4/9/2021,"বয়স ১৮ হওয়ার আগে যে মেয়েরা শারীরিক ও মানসিকভাবে বিয়ে এবং সন্তান জন্মদানের উপযুক্ত হয় না সে বিষয়টি কিশোর ও কিশোরী, তাদের অভিভাবক এবং কমিউনিটি সদস্যদের অবহিত করা",neutral,2
4/9/2021,"কিশোর-কিশোরীদের ঋতুকালীন পরিচ্ছন্নতা, যথাযথ পুষ্টি, এইচআইভি/এইডস থেকে সুরক্ষা ইত্যাদি বিষয়ে উৎসাহিত করা",neutral,2
4/9/2021,বাংলাদেশের এক তৃতীয়াংশ পানির উৎসে বিশ্ব স্বাস্থ্য সংস্থার নির্ধারিত মানের চেয়ে বেশি মাত্রায় ম্যাঙ্গানিজের উপস্থিতি পাওয়া যায়,neutral,2
4/9/2021,অন্তত দুই সপ্তাহ ‘পূর্ণ লকডাউন’ ছাড়া করোনাভাইরাসের বর্তমান পরিস্থিতি নিয়ন্ত্রণ করা যাবে না বলে মনে করছে কোভিড-১৯ জাতীয় কারিগরি পরামর্শক কমিটি।,neutral,2
4/9/2021,"শয্যা সংখ্যা, আইসিইউ সুবিধা, অক্সিজেন সরবরাহ বাড়ানোর জন্য স্বাস্থ্য মন্ত্রণালয় সচেষ্ট বলে উল্লেখ করে বিজ্ঞপ্তিতে বলা হয়, যেহেতু হাসপাতালের রোগী ভর্তির বাড়তি চাপ বাড়ছে, তাই হাসপাতালগুলোর সক্ষমতা দ্রুত বাড়ানো দরকার।",neutral,2
4/9/2021,করোনাভাইরাসের টেষ্ট করতে আসা ব্যক্তিদের একটা বড় অংশ বিদেশগামী যাত্রী।,neutral,2
4/9/2021,যুক্তরাজ্যে ভ্যাকসিন কার্যক্রম ভালো ফল এনেছে বলে উল্লেখ করেছে কোভিড-১৯ জাতীয় কারিগরি পরামর্শক কমিটি।,neutral,2
4/9/2021,বাংলাদেশেও টিকা কর্মসূচি সফল করতে টিকা সরবরাহ নিশ্চিতে বেসরকারিভাবে আমদানির ওপর জোর দেওয়ার সুপারিশ করা হয়,neutral,2
4/9/2021,"কোনো দেশে সংক্রমণ নিয়ন্ত্রণে আছে কি না, তা বিশ্ব স্বাস্থ্য সংস্থার ঠিক করা কিছু নির্দেশক থেকে বোঝা যায়",neutral,2
4/9/2021,করোনা পরিস্থিতিতে গত বছরের মার্চ মাস থেকেই শিক্ষাপ্রতিষ্ঠানগুলো বন্ধ আছে,neutral,2
4/9/2021,বর্তমানে যে ‘লকডাউন’ চলছে সেখানে সব ধরনের গণপরিবহন চলছে।,neutral,2
4/9/2021,করোনাভাইরাসের কারণে বন্ধ থাকায় দর্শনার্থীশূন্য বঙ্গবন্ধু শেখ মুজিব সাফারি পার্ক।,neutral,2
4/9/2021,"বাংলাদেশে শিশু, স্বাস্থ্য, শিক্ষা, সমাজকল্যাণ ইত্যাদি সংশ্লিষ্ট বিভাগগুলোর মধ্যে যথাযথ সমন্বয়ের অভাব সামগ্রিকভাবে শিশুর নির্যাতন মোকাবিলাকে কঠিন করে তুলেছে",neutral,2
4/9/2021,বিভিন্ন বয়সী শিশুদের চিন্তাভাবনা এবং অনুভূতি আলাদা হয়,neutral,2
4/9/2021,মা বাবাকে ভালোবাসো,positive,0
4/9/2021,শিশু নির্যাতন বন্ধে সংশ্লিষ্ট মন্ত্রণালয়গুলোর মধ্যে সমন্বয় সাধন করতে হবে,neutral,2
4/9/2021,সব স্তরে একটি কার্যকর শিশু সুরক্ষাব্যবস্থা প্রতিষ্ঠা করা জরুরি,positive,0
4/9/2021,শিশুদের সম্মান করার বিষয়টি বড়দের শেখা উচিত,neutral,2
4/9/2021,"শিশু নির্যাতনের ঘটনা ঘটার পর বা প্রতিরোধে ঘুরেফিরে সরকার আসলে কী করছে, তা একটি বড় প্রশ্ন হয়ে দেখা দেয়",neutral,2
4/9/2021,মন্ত্রণালয়ে শিশুদের জন্য একটি শাখা আছে,neutral,2
4/9/2021,দেশব্যাপী শিশুদের সুরক্ষায় প্রথমবারের মতো ‘হেল্পলাইন ১০৯৮’ চালু করা হয়েছে।,neutral,2
4/9/2021,করোনাভাইরাস সংক্রমণের ৯১ শতাংশ শিশু ও তরুণ মানসিক চাপ ও শঙ্কার মধ্যে রয়েছে।,neutral,2
4/9/2021,জীবনের প্রাথমিক পর্যায়ে শিশুর অভিজ্ঞতা তার সমৃদ্ধ ভবিষ্যৎ তৈরিতে মুখ্য ভূমিকা রাখে,neutral,2
4/10/2021,ইউটিউবে আমার যে অ্যাকাউন্ট সেটা বাচ্চাকে ব্যবহার করতে দেই না। কারণ আমি যে ভিডিওগুলো দেখি সেটা তার জন্য প্রযোজ্য নাও হতে পারে।,neutral,2
4/10/2021,তথাকথিত 'ডিপ ফেইক' প্রযুক্তি তুলনামূলকভাবে সহজেই অডিও ও ভিডিও কনটেন্টের বিশ্বাসযোগ্য নকল তৈরি করতে কৃত্রিম বুদ্ধিমত্তার কৌশল ব্যবহার করে।,neutral,2
4/10/2021,শিশুদের বেশিরভাগই বেড়ে উঠবে ভুল তথ্য মিশ্রিত ডিজিটাল পরিবেশের বাসিন্দা হিসেবে।,neutral,2
4/10/2021,"শিশু নির্যাতক আপন ঘরেরই লোক, কাছের লোক",neutral,2
4/10/2021,"কলেজ, কোচিং, বন্ধু-বান্ধব সব মিলিয়ে তার জগতটা আলাদা। আর এখন যোগ হয়েছে ফেসবুক। সেখানে কি করে সেটা আমার পক্ষে দেখা সম্ভব হয়ে উঠে না",neutral,2
4/10/2021,"স্কুল, কলেজের একটা ভূমিকা রয়েছে। কারণ এই বয়সের শিশুরা এই গণ্ডির মধ্যেই থাকে। বন্ধু-বান্ধব হয় এখান থেকেই বেশি।",neutral,2
4/10/2021,জাতিসংঘ শিশু অধিকার সনদে বাংলাদেশ পক্ষভুক্ত হইয়াছে,neutral,2
4/10/2021,"শিশুদের দাবি-দাওয়া মেটানো শুধু বাধ্যতার কাজ নয়, এর অর্থনৈতিক অর্থও রয়েছে।",neutral,2
4/10/2021,"যেসব দেশ মধ্যম আয়ের দেশে পরিণত হয়েছে, তারা শিশুদের পেছনে উল্লেখযোগ্য অর্থ ব্যয় করেছে।",neutral,2
4/10/2021,শিশুদের ভোটাধিকার নেই,neutral,2
4/10/2021,অধিকার রক্ষায় জনপ্রতিনিধিদের উপর নির্ভর করে,neutral,2
4/10/2021,শিশুরা মিডিয়ার ভোক্তা,neutral,2
4/10/2021,"মূলধারার মিডিয়ায় শিশুদের অংশগ্রহণ বাড়াতে হলে, মিডিয়া প্রোগ্রাম তৈরিতে তাদেরকে প্রভাবিত করতে হবে",neutral,2
4/10/2021,প্রশিক্ষণ ও ফেলোশীপ কার্যক্রম প্রতিবেদকদের সক্ষমতা বৃদ্ধিতে অবদান রাখছে,neutral,2
4/10/2021,উন্নততর পরিকল্পনা গ্রহণ এবং সম্পদ ব্যবস্থাপনায় সরকারকে সহযোগিতা করে ইউনিসেফ,neutral,2
4/10/2021,শহরের জনগোষ্ঠীর একটি বড় অংশ তরুণ-তরুণী হওয়ায় এক্ষেত্রে শিশু এবং কিশোর-কিশোরীদের অংশগ্রহণকে খুবই জরুরি মনে করে ইউনিসেফ।,neutral,2
4/10/2021,সার্ক এখন উভয়সংকটে রয়েছে,neutral,2
4/10/2021,গণচীন ও জাপানকে সার্কের পর্যবেক্ষক হিসেবে নির্বাচিত করা হয়েছে,neutral,2
4/10/2021,"পাকিস্তান ছাড়া সংস্থাটি কোনো উদ্যোগ নিতে পারছে না, কিন্তু কয়েক বছর ধরে দেখা যাচ্ছে, পাকিস্তান সার্কের গুরুত্বপূর্ণ কোনো কার্যক্রম এগোতে দিচ্ছে না।",neutral,2
4/10/2021,তকবি কাজী নজরূল ইসলাম সব সাহিত্যকর্মে সাম্রাজ্যবাদের বিরোধিতা ছিল সুস্পষ্ট।,neutral,2
4/10/2021,"আইইডিসিআরের প্রতিবেদন বলছে, মৌলভীবাজার, মুন্সিগঞ্জ, ফেনীতে করোনা শনাক্তের হার অনেক বেশি।",neutral,2
4/10/2021,"কয়েক শতাব্দী ধরে ইসলামের ইতিহাসে বিভিন্ন সময় মুসলিম শাসক, ওলামা এবং সাধারণ মুসলিমরা বিভিন্ন ধারণা পোষণ করেছেন অন্যান্য রিলিজিয়ন ও সম্প্রদায়ের প্রতি",neutral,2
4/10/2021,সাধারণ অর্থে জ্ঞান বা দক্ষতা অর্জনই শিক্ষা,neutral,2
4/10/2021,"যদিও আজকাল তা ""বিকল্প"" হিসাবে বিবেচিত, অধিকাংশ বিকল্প শিক্ষা ব্যবস্থা প্রাচীন কাল থেকেই বিদ্যমান ছিল",neutral,2
4/10/2021,বেশিরভাগ স্কুলে একটি মানসম্মত আদর্শ ডিজাইন করা হয় যার মাধ্যমে সিস্টেমে সমস্ত শিক্ষাগত পছন্দগুলি নিয়ন্ত্রণ করা হয়,neutral,2
4/10/2021,"মার্কিন যুক্তরাষ্ট্রে, যেখানে কিন্ডারগার্টেন শব্দটি প্রাথমিক শিক্ষার জন্য ব্যবহৃত শব্দ",neutral,2
4/10/2021,"ইউনেস্কো দ্বারা চালিত ২০১৫ সালের মধ্যে ""সবার জন্য প্রাথমিক শিক্ষা"" বেশিরভাগ দেশ এই প্রোগ্রাম বাস্তবায়নের জন্য প্রতিশ্রুতিবদ্ধ হয়েছে এবং অনেক দেশে এটি বাধ্যতামূলক করা হয়েছে ।",neutral,2
4/10/2021,ন্যাশনাল কাউন্সিল অফ এডুকেশনাল রিসার্চ অ্যান্ড ট্রেনিং দ্বারা পরিকল্পিত একটি জাতীয় পাঠ্যক্রমের কাঠামোর উপর ভিত্তি করে ভারতের বিভিন্ন রাজ্যে ১২ বছরের বাধ্যতামূলক স্কুল শিক্ষা প্রদান করা হয়,neutral,2
4/10/2021,বড় কর্পোরেশনের উত্থান এবং কারখানায় প্রযুক্তির অগ্রগতির সাথে দক্ষ শ্রমিকদের প্রয়োজন ছিল ।,neutral,2
4/10/2021,"অর্থ সম্পদের বিনাশ আছে, কিন্তু জ্ঞান সম্পদ কখনও বিনষ্ট হয় না",neutral,2
4/10/2021,বিদ্যার সঙ্গে সম্পর্কহীন জীবন অন্ধ এবং জীবনের সঙ্গে সম্পর্কহীন বিদ্যা পঙ্গু,neutral,2
4/10/2021,"জগৎ জুড়িয়া এক জাতি আছে, সে জাতির নাম মানুষ জাতি। একই পৃথিবীর স্তন্যে লালিত, একই রবিশশী মোদের সাথী",neutral,2
4/10/2021,"ভাবসম্প্রসারণে যুক্তি, দৃষ্টান্ত ও প্রাসঙ্গিক উদ্ধৃতি দিয়ে মূলভাব পরিষ্কারভাবে উপস্থাপন করতে হবে।",neutral,2
4/10/2021,চরিত্রবান ব্যক্তি জাগতিক মায়া-মােহ-লােভ-লালসার বন্ধনকে ছিন্ন করে লাভ করেন অপরিসীম শ্রদ্ধা ও অফুরন্ত সম্মান,neutral,2
4/10/2021,"শুকোতে দাও স্যাঁতস্যাঁতে এ জীবন রোদের পিঠে, আলোর বিষম বন্যা হচ্ছে দেখ, নাচছে ঘন বন",neutral,2
4/10/2021,প্রহর শেষের আলোয় রাঙা সেদিন চৈত্রমাস তোমার চোখে দেখেছিলাম আমার সর্বনাশ।,neutral,2
4/10/2021,ইউআইইউর লক্ষ্য সেরাদের সেরা হওয়া,neutral,2
4/10/2021,দেশে শিক্ষার্থীদের বড় একটা অংশ উচ্চশিক্ষা নেওয়ার জন্য বিদেশে পাড়ি জমান।,neutral,2
4/10/2021,দক্ষিণ এশিয়া অঞ্চলে শিক্ষা ও গবেষণার ক্ষেত্রে একটি অন্যতম প্রতিষ্ঠান হিসেবে গড়ে তোলার লক্ষ্য নিয়ে যাত্রা শুরু করে ইউআইইউ,neutral,2
4/10/2021,ইউআইইউর বিজনেস স্কুল বিশ্বখ্যাত মার্কিন যুক্তরাষ্ট্রভিত্তিক ‘এসিবিএসপি’ কর্তৃক স্বীকৃত বা অ্যাক্রেডিটেড,neutral,2
4/10/2021,ইউআইইউতে শতভাগ পূর্ণকালীন শিক্ষক-শিক্ষিকার মাধ্যমে আন্ডারগ্র্যাজুয়েট প্রোগ্রামসমূহ পরিচালনা করা হয়,neutral,2
4/10/2021,সন্ধ্যাকালীন মাস্টার্স প্রোগ্রামগুলোতে দেশের প্রথিতযশা স্বল্পসংখ্যক খণ্ডকালীন শিক্ষক-শিক্ষিকা পাঠদান করে থাকেন।,neutral,2
4/10/2021,ইউআইইউ শিক্ষার্থীরা চাইলে ক্রেডিট ট্রান্সফার করে দেশ-বিদেশের বিভিন্ন শীর্ষস্থানীয় বিশ্ববিদ্যালয়ে পড়তে পারে,neutral,2
4/10/2021,দক্ষ মানবসম্পদ তৈরিতে ঢাবির ‘কর্মসূচি’,neutral,2
4/10/2021,ডিনস কমিটির সুপারিশ এবং একাডেমিক পরিষদের অনুমোদন অনুযায়ী সিন্ডিকেট এ সিদ্ধান্ত নেয়।,neutral,2
4/10/2021,"জাতীয়, আন্তর্জাতিক ও বহুজাতিক সরকারি, বেসরকারি সংস্থা ও প্রতিষ্ঠানে গ্র্যাজুয়েটদের নিয়োগযোগ্য হিসেবে গড়ে তোলার লক্ষ্যে প্রায়োগিক জ্ঞান শেখানোর জন্য বিশেষ প্রশিক্ষণের ব্যবস্থা নেওয়া হবে।",neutral,2
4/10/2021,"২০১৮ সালের বিশ্ববিদ্যালয় মঞ্জুরি কমিশনের (ইউজিসি) প্রতিবেদনে বলা হয়েছে, সারাদেশে সরকারি, বেসরকারি এবং বৃত্তিমূলক উচ্চশিক্ষা প্রতিষ্ঠানে পড়াশোনার জন্য ১১ লাখ আসন রয়েছে রয়েছে",neutral,2
4/10/2021,উচ্চ শিক্ষাপ্রতিষ্ঠানের জন্য টিএসআর ১: ১৫ হতে হবে।,neutral,2
4/10/2021,একটি উচ্চতর শিক্ষার ভিত্তির প্রতিস্রুতি,neutral,2
4/10/2021,গুগলের ১৪ শতাংশ শেয়ার তাদের এবং বিশেষ সুপারভোটিং ক্ষমতার মাধ্যমে ৫৬ শতাংশ স্টকহোল্ডারকে নিয়ন্ত্রণ করে,neutral,2
4/10/2021,মার্কিন যুক্তরাষ্ট্রের একটি বহুজাতিক ইন্টারনেট ও সফটওয়্যার কোম্পানী,neutral,2
4/10/2021,"তোমার যা ভাললাগে তাই জগৎকে দান কর, বিনিময়ে তুমিও অনেক ভালো জিনিস লাভ করবে",neutral,2
4/10/2021,কাদম্বিনীর এই ইতিহাস গড়ার পেছনে রয়েছে কঠিন সংগ্রামের ইতিহাস।,neutral,2
4/10/2021,শিক্ষা ও মনুষ্যত্ব' প্রবন্ধের মূল বিষয় হচ্ছে শিক্ষার মাধ্যমে মনুষ্যত্ব বিকাশ সম্পর্কে আলোচনা:,neutral,2
4/10/2021,,neutral,2
4/10/2021,আলফাবেটের প্রধান অধীনস্থ সংগঠন হিসেবে আলফাবেটের ইন্টারনেট কার্যক্রম পরিচালনা করবে।,neutral,2
4/10/2021,গুগল সারা পৃথিবীতে বিভিন্ন ডেটা সেন্টারে প্রায় এক মিলিয়ন সার্ভার চালায়,neutral,2
4/10/2021,"গুগলের আধিপত্য বিভিন্ন সমালোচনার জন্ম দিয়েছে যেমন কপিরাইট, গোপনীয়তা এবং সেন্সরশিপ প্রভৃতি",neutral,2
4/10/2021,ব্রান্ড্য তাদের ব্রান্ড ইকুইটি ডাটাবেজে গুগলকে ২য় স্থান দেয়,neutral,2
4/10/2021,২০০৮ সালের মার্চে শেরিল স্যান্ডবার্গ তারপর বৈশ্বিক অনলাইন বিক্রয় এবং পরিচালনার ভাইস প্রেসিডেন্ট ফেসবুকে তার ক্যারিয়ার শুরু করেন,neutral,2
4/10/2021,আমাদের কমিউনিটির নির্দেশিকা লঙ্ঘিত হয়েছে কিনা তা নির্ধারণ করার জন্য তারা সপ্তাহে ৭ দিন ২৪ ঘণ্টাই ফ্ল্যাগ করা কন্টেন্ট পর্যালোচনা করেন।,neutral,2
4/10/2021,"যে অ্যাকাউন্টগুলি অন্য চ্যানেল বা ব্যক্তির ছদ্মবেশ ধারণ করে বলে শনাক্ত করা হয়েছে, সেগুলি আমাদের ছদ্মবেশিতা সংক্রান্ত নীতি অনুযায়ী সরিয়ে দেওয়া হতে পারে",neutral,2
4/10/2021,সরকার ঘোষিত সর্বাত্মক লকডাউন আসার আগেই অনেকে সেরে নিচ্ছেন পহেলা বৈশাখ ও ঈদের আগাম কেনাকাটা,neutral,2
4/10/2021,ব্যাংক হিসাব রক্ষণাবেক্ষণে খরচ অর্ধেক কমল,neutral,2
4/10/2021,করোনাভাইরাসের সংক্রমণজনিত কারণে সৃষ্ট অর্থনৈতিক পরিস্থিতির পরিপ্রেক্ষিতে ক্ষুদ্র আমানতকারীদের আর্থিক প্রণোদনা প্রদান ও আমানত বৃদ্ধির জন্য উৎসাহিত করা হচ্ছে।,neutral,2
4/10/2021,জিমেইলের পরীক্ষামূলক সংস্করণ চালু হয় ১লা এপ্রিল ২০০৪,neutral,2
4/10/2021,জিমেইলে তৈরীর আইডিয়া শুরুতে আসে গুগলের সাথে ইন্টারভিউর সময় রাজন শেথের মাথায়,neutral,2
4/10/2021,"পৃথিবীর মহান ও জ্ঞানীদের ব্যক্তি বানী উপর ভিক্তি করে বাংলা মটিভেশনাল,ইন্সপাইরেশনাল,আত্মিক বিবেচনা,আত্মবিচার,আত্মউন্নতি এবং আত্মসংসধন এর উপর পরিচালিত।",neutral,2
4/10/2021,উহাই শ্রেষ্ঠ দান যাহা হৃদয় হইতে উৎসারিত হয় এবং রসনা হইতে ক্ষরিত হইয়া ব্যথিতের ব্যথা দূর করে,neutral,2
