Text,Label
চেঁচিয়ে না বললে মেয়েদের কথা অনেকেই শুনতে পায় না~~ ️️️️,1
"""চেঁচিয়ে না বললে মেয়েদের কথা অনেকেই শুনতে পান না"" this last line....",1
দহনের ঝিনুক আর রোমিতা কে মনে পড়ে গেল,1
অসাধারণ।। এটা দুর্দান্ত একটা সিরিজ না হয়ে যায় না। বাকিটা দেখে বলবো।।,1
আবারও বাস্তব ঘটনার সাক্ষী হতে যাচ্ছি।  এক কথায় অসাধারণ,1
চেঁচিয়ে বলাটাই সব থেকে বড়ো ব্যাপার বলতেই হবেই,1
এটা কোনো সিনেমাই নয় ۔۔এ রোজকার বাস্তব এর মুখটা ক্যামেরা তে বন্দি করা হয়েছে মাত্র  অপেক্ষায় রইলাম,1
"মন ভরে গেল। নারীশক্তির জয়। কলিযুগেও মা দুর্গা আছেন, তাই অসুরেরা খুব সাবধান!! (From Belgharia, kol -56)",1
আমাদের স্কুলের গর্ব কৌশিক স্যার। অনেক ভালোবাসা স্যার ️,1
"দারুন সিরিজ হতে চলেছে,",1
Trailer এর শেষ লাইন .......  শিহরিত করে তুললো,1
এবছরের সেরা মুভি হবে,1
চেঁচিয়ে না বললে মেয়েদের কথা অনেকেই শোনতে পায়না। এটা আসলেই সত্যি কথা,1
ভালো লাগলো,1
"খুব ভালো লাগলো । আমিও নতুন চ্যানেল খুলেছি , চেষ্টা করছি মানুষের ভালোবাসায় আমার এই যাযাবর পরিবারকে আরো বড় করে তোলার । পাশে থাকবেন । ️",1
"ধন্যবাদ জানাতে চাই না, কৃতজ্ঞ hoichoi -এর কাছে। এমন সব টপিক তুলে ধরার জন্য । মেয়েরা নিজেদের অধিকার সম্পর্কে সচেতন হোক। নিজেদের কথা বলতে শিখুক।",1
তাই গলা টা এবার তোলা দরকার।পাওয়ারের সামনে মাথা না নোয়ানোর অঙ্গীকার করা দরকার।নোঙরামোর বিরুদ্ধে রুখে দাঁড়ান দরকার।,1
"দয়া করে সব পুরুষ চরিত্র কে খারাপ দেখানো বন্ধ করুন, আর এত melodramatic না করে আরো ডার্ক ভাবে পরিবেশন করুন...",2
বা ** সিরিজ বানিয়েছে,2
হইচই এর বিষয়বস্তুগুলো ক্রমশ বড়ই একঘেয়ে এবং বড় বেশি রকমের নারী কেন্দ্রিক হয়ে উঠছে।,2
"কোনো নতুনত্ব নেই, সেই একধরনের কাজই হয়ে যাচ্ছে। বাংলাদেশী কাজ গুলো দেখে কিছু শিখুন। কতদিন আর এই সিরিয়াল গুলোকে ওয়েব সিরিজ বলে চালাবেন? টাকা দিয়ে সাবস্ক্রিপশন নিয়ে এই একই কাজ বারবার দেখতে আর ভালো লাগে না।।",2
এই সিরিজ টা মেয়েদেরই বেশি ভালো লাগবে ছেলেরা আমার মনে হয় না কোথাও কানেক্ট করতে পারবে যা দেখবে maximum মেয়েরা যাদের সন্ধ্যে বেলায় সিরিয়াল পছন্দ,2
"ধন্যবাদ এই বিষয়গুলো সুন্দর ভাবে তুলে ধরার জন্য।কিন্তু আমাদের সমাজ কতটুকু পরিবর্তন হচ্ছে!এই বিষয়গুলো আগে থেকেই সিনেমা,সিরিয়ালের মাধ্যমে কিছুটা হলেও তুলে ধরা হয়েছে।কিন্তু সমাজের কয়জন বিষয়গুলো মেনে নিচ্ছে?এমনকি মেয়েরাও মেয়েদের বিভিন্ন বিষয়ে পাশে এসে দাঁড়ায় না।",1
কি ভীষণ মিষ্টি লাগলো। সবার ভালোবাসা এমন সুন্দর থাকুক চিরদিন। ️,1
দুজনেই দারুণ। খুব ভাল লাগল দুজনকেই।,1
ভীষণ ভালো লাগলো ️,1
কি সুন্দর  সবাই এভাবে মেনে নেন না কেন?,1
কি সুন্দর করে মা বাবা মেনে নিলো!!!,1
খুব ভালো লাগলো।,1
অপূর্ব লাগলো বন্ধু,1
আমার মা আর বর আর আমাদের সম্পর্কটা ও এরকম মিষ্টি,1
কাকা ভাইঝি পুরো বেমানান,2
জঘন্য....,2
জাস্ট সেরা।মনটা ভরে গেলো।এমন ভিডিও আরো চাই,1
ভিডিওটা খুব সুন্দর হয়েছে . আমরা Hoichoi এ কাজ করতে চাই . ফিনান্স আমরা নিজেরাই করবো আশা করি রিপ্লাই পাবো (Thank You),1
দারুণ মজার।,1
ছবির ব্যাপার ত 100  % সত্য,1
hoichoi এর এই সব পারিবারিক কনটেন্ট গুলো জোস হয়।একদম মনে হয় আমার নিজের পরিবারের ঘটনা। ️️,1
সত্যিই টক ঝাল মিষ্টি তে এই যৌথ পরিবার গুলো একটা আলাদা অক্সিজেন এর যোগান দেয়। আমি এই সুখ থেকে কিছু টা হলেও বঞ্চিত কিন্তু এসব নাটিকার মধ্যে ও দেখলে একটা চরম তৃপ্তি আছে।।।।। ️,1
এই রবিবারের দিনে একটা দারুন কন্টেন্ট,1
অসাধারণ এ যে সব পরিবারের মা দের একই কথা,1
দারুন হয়েছে️️️,1
অসাধারণ বললেও কম বলা হবে,1
দারুন দারুন,1
এক সময় আমাদের ছিলো আর নেই,1
ভালো লাগলো ।,1
এত বড় বাড়ি। ঘরগুলি এরকম ছোট কেন?,0
এই ভিডিওর প্রথমে যে মিউজিক টা তা কোন গানের?,0
বাটুল দি গ্রেট এর ভয়েচ,0
একটু কেমন loose অভিনয় লাগলো।,2
অভিনয় একদম বেকার।চরিত্রগুলোর মধ্যে কোন মিল নেই ।,2
এতো জঘণ্য কেউ দেখবে না থুঃ,2
কী বকওয়াস অভিনয়।,2
দয়া করে ভবানীপুর থানার অধীনে এই বসত বাড়িটির ঠিকানাটি দেবেন আমাদেরকে। আমরা রোজ উপস্থিত হয়ে মজা নেব।,0
রবিবারের বিশেষত্ব কি বাঙালী পরিবারে বুঝলাম না বিষয়টা?,0
"""একটা সময় পরে শরীর থাকে না!আকর্ষণ থাকে না!যেটা থাকে সেটা বন্ধুত্ব!"" কথাটা শুনলে গায়ের লোম দাঁড়িয়ে যায়!!!!!!!!️️️️️️",1
"""বেলা শেষে"", ""বেলা শুরু"" যুগ যুগ ধরে মানুষ দেখবে, দেখে যাবে। Miss you Apu",1
যে যাই বলুক... বেলাশেষে সিনেমাটা সবদিক দিয়েই অসাধারণ ️ কোনোদিনও পুরোনো হবে না ️,1
আমার জীবনে দেখা সেরা ৩ টি মুভি তার মধ্যে বেলাশুরু অন্যতম,1
"""বেলাশেষে"" ও ""বেলাশুরু"" দুটিই খুব খুব ভাল ছবি।তবে আমার কাছে ""বেলাশেষে"" বেশি ভাল লেগেছে️️️️",1
"মন দিয়ে মন নিয়ে ভালোবেসো;শরীর অশরীরী হয়ে যাবে মন নশ্বর,ভালোবাসি ভালোবাসাকে!",1
অসাধারণ সব সংলাপ,1
অতীব জঘন্য সিরিজ।। মোটেই দেখবো না। 4th ক্লাস সিরিজ।,2
ভালো লেখা হয়েছে,1
আমিও toukir vlogs থেকে বলছি। অনেক সুন্দর হয়েছে। ধন্যবাদ খুব ভালো।,1
এই জায়গাটি কোলকাতার কোথায়?,0
সৌরভ এর অভিনয় ফাটাফাটি।,1
সৌরভ এর অভিনয় টা,1
মাঝ রাতে হাগতে এসেছে,2
পুরটা দেখলাম! অসাধারণ একটা সিরিজ💕💕just loved it,1
মালটা জোস,2
সৌরভ দা ফাটাফাটি,1
দাদা বেকার বেকার 2 /1 টা করে episode die কি হবে..... Public দেখবে tarpor বাকি গুলো কি হলো সেটা জানার jonno haf hutash করবে... আর সবার pokkhe কোনো একটা চ্যানেল এ monthly টাকা দেওয়া possible নয়.... Apnara যদি পুরোপুরি story গুলো দিতে না পারেন তাহলে মনে হয় 2 একটা episode না দিলেই ভালো হয়.....,2
দারুন ......চলতে থাক .......শুভ কামনা,1
বাকি এপিসোড গুলো কোথায়।,0
আই লাভ সন্দিপ্তা সেন। Love u...,1
"ছোটপর্দায় অভিনয় করে ভালোলাগার প্রিয় নায়িকা যাদের অভিনয় মুগ্ধ হয়ে যেতাম,, কত সুন্দর সামাজিক সামাজিক নাটক করত তারা এত ভালোবাসতাম আরে তো ভদ্র মনে করতাম ,,,প্রিয় নায়িকাদের এমন দৃশ্য দেখে ছি ছি বলতো লজ্জা লাগে.. এসব কারণে ভারতে ধর্ষণের অনেক বেশি।। এগিয়ে যাও ভারত",2
দারুন একটা মুভি মুভিটা কি ফুল দেখা যাবে,1
স্টার জলসা জি বাংলা নাটকের মেয়েগুলো এতো অশ্লীল জানতাম না,2
আস্তে লেডিস ফুল মুভি চাই,0
"আচ্ছা,,হইচই থেকে ফুল সিরিজ দেখতে টাকা লাগে কি?",0
খুব ভালো লাগলো,1
এতো সুন্দর ইসমাট মেয়ে গুলো টাকার জন্য কি করছে এইসব,2
আপনাদের টিভি সিরিয়ালের মত ওয়েব সিরিজ গুলাও খারাপ।,2
দাদা কি ভাবে ফুল কেখতে পারব,0
মুভি টা পুরো টা দাও,0
আমি ভবিষৎবাণী করছি। আমদের অভিনেতা এবং অভিনেত্রী গন এমন অভিনয় করলে আমদের বাঙলা এবং বাঙালীর কোন অস্তীত্ত থাকবে না। আমাদের ভবিষৎ প্রজন্ম মা বাবার সামনে খোলা আকাশের নীচে রতীমিলনে লিপ্ত হবে। চলচিত্র বলে কিছু থাকবে না।,2
ডিমের দাম কত,0
এইটা ফুল মুভি কিভাবে পাব,0
এমন পরিস্থিতি অামার ঘড়ে হলে গাড় ধাক্কাদিয়ে বের করে দিতাম,2
সন্দীপ্তা এমন চরিত্র কেন? ভদ্র একটা মেয়ে।,2
পুরো মুভি নাই,0
"very funny, so interesting, হা হা হা বেচারা একটু নেহা‌কে আদর কর‌তে চাই‌লো, ডির্স্টাব ক‌রে দি‌লো অঙ্শুটা",1
খুব দুর্বল প্রযোজনা।,2
আপনাদের চ্যানেল কিনব কিভাবে জানাবেন,0
"বলবনা নেক্সট দিতে, এদের ঘাড় টেরা",2
নেক্সট এপিসোড গুলোও কি ফ্রি দেখাবেন?,0
আচ্ছা পুরাটার লিংক কোথায় পাওয়া যাবে কেউ বলতে পারেন?,0
ফুল এপিসোড দিতে ওখানে ব্যাথা লাগে?,2
add এর জন্য দেখার মুডটাই নষ্ট হয়ে যায়,2
এরকম ভিডিও আরো ছাই,1
হাগার মাঝে এতো গন্দ কেন. সৌদিঅারব চলে অাসছে,2
শব্দ করে খাওয়াটা খুব বিরক্তি কর,2
😍❤   সম্পূর্ণার পর আর  ও এক😍,1
"Asadharon 
দেখবো তো অবশ্য ই",1
নারীরাই পারে সমাজের অসুরদের বোধন করতে ।,1
সত্যিই খুব সুন্দর গল্প ❤🙏❤,1
অসাধারণ ❤️,1
চেঁচিয়ে না বললে অনেকেই মেয়েদের কথা শুনতে পান না -Thats line 🖤💯,1
"কথা গুলা ভালো লাগলো,আসলে সবাই একটা মেয়েকে তার ছেলের বঊ করে আনার জন্য বলে -ও ত আমার কাছে মেয়ের মত করে থাকবে। আসলে ম্যাক্সিমাম ক্ষেত্রে এইটা আর হয়না।তাই সবার উচিত একটা মানুষের অর্থ-বিত্ত-সম্পদের চেয়ে মন মানসিকতাকে প্রাধান্য দেয়া।কারণ অর্থ-সম্পদ এক সময় হয়ে যায়।কিন্তু একটা মেয়ের সাথে অমানবিক কিছু হলে সেটা আর মেনে সহজে নেওয়া যায়না।",1
এখানে প্রত্যেকের অভিনয় অনবদ্য হয়েছে ❤️,1
সব বাবা মা চাই তার মেয়ের  জন্যভালো  শিক্ষত বর হওক কিন্তুু  ভালো  বরের আগে  ভালো  মানুষের  দরকার।,1
ওকে চাটিয়ে মেরে দিয়েছে 😆🤣,0
"ভর দুপুরে ক্যামেরা তে ফ্ল্যাশ!

সাব্বাস হইচই😒",2
এই মধুমিতা ঠংগী অভিনয় দেখলে মেজাজ খারাপ লাগে,2
"নিজেকে খুব একাকীত্ব খুব ভালো সময় কাটানোর জন্য একজন ভালো সাথে চাই।
কোন বিবাহিত, ডিভোর্স অথবা অবিহিত আপু, আন্তি আছেন যার একজন ভালো ও বিশ্বাসযোগ্য ভাবা উচিত।
আমি একজন বিশ্বস্ত মানুষ চাই যার সাথে বন্ধুত্বপূর্ণ সব কিছু সিয়ার করতে চাই।
আমার মত কেউ একাকিত্ব থাকলে ইনবক্স করতে পারেন। সব কিছু খুঁজে বের করতেই থাকবে, নিরাপত্তা ও গোপনীয়তা ১০০% বজায় থাকবে।",0
"ডনের অধঃপতন,,, সওদাগরের উত্থান",1
প্রেরা নিলেই প্রেরা,1
কাবিলা ভাই মানেই 🔥🖤,1
অনেক সুন্দর একটা নাটক। আমি সব সিরিজ দেখেছি। শেষটা অনেক ভালো লাগলো।,1
"অনেক সুন্দর একটা নাটক,আমি সব সিরিজ দেখেছি। আমার দেখা সেরা নাটক।",1
"এই পর্ব টা খুব সুন্দর হইছে,, হাসি টা",1
"আমার পছন্দের একটা নাটক,",1
অনেক দিন পরে এই নাটক টা খুঁজে পাইলাম,1
আমার অনেক ইচ্ছা। এই নাটকের সবাইকে দেখবো।ফাতমাগুল নাটকটিও অনেক সুন্দর ছিলো।।আমার নাটকটি অনেক প্রিয় ছিলো।আকাশ জুরে নাটকটিও অনেক সুন্দর ছিলো।Good bye সবাইকে। আমার অনেক অনেক ইচ্ছা সবাইকে দেখার।🥰🥰🥰🥰,1
নাটকটা আমার অনেক পছন্দের,1
সিজন ২ কবে আসবে,1
খুব সুন্দর আদা ইউসুফ,1
এই নাটক টা অনেক ভালো লাগচে 🥰💝,1
হাগুমুতু এসব কথা বলার কেন দরকার ছিল???,2
শুরুর রগরগে সিন টা না দিলে ১০০ তে ১০০ দিতাম! ঐ বাজে সিনটা দিয়ে এটা পরিবারের সাথে দেখার উপযোগী আর রইল না,2
"হাগু নাম দি‌য়ে সব কিছু ১২টা বা‌জি‌য়ে দি‌লো, বা‌কি অংশ কই?",2
সবি নুংরামো,2
কমেডির চেয়ে বেশি  শুধু টুট টুট.........,2
এই সিজন শেষ,0
"জদি কোনো মাদার,,,,,,chod ওয়েব সাইট থেকে থাকে সেটা হলো bongo একটা মুবি দেখতে গেলে কয়এক হাজার বার এড আসবে।😠😠",2
অনুষ্ঠান টি শেষ হয়ে গেল,0
সব দোষ ডিগ্রির,1
আপনাদের প্লাটফর্মের প্রবলেম।আগে সলভ করেন ভিডিও লোড হয়। না Bongo BD,2
অনেক ভালো লাগে এই গোলা,1
সুপারহিট জোড়ি,1
নাটক টা অবশেষে শেষ ই হল ।শেষ টা অনেক ভালো ছিল 🥰🥰 ।,1
আসলে নাটকটার প্রত্যেকটা পর্ব খুবই ভালো ছিল এবং নাটকটা শেষ পর্যন্ত দেখতে পেরে খুবই ভালো লাগলো তাদের পরিবারটাকে আরও বেশি ভালো লাগছে তাদের বেবিটাকে আরো বেশি কিউট লাগছে আর নাটকটা শেষ পর্যন্ত দেখতে পাড়ার জন্য আপনাকে অসংখ্য ধন্যবাদ,1
নায়িকার এত বড় বড় মুচ ক্যা..?,2
"নাটক টা তো আরও পর্ব আছে,তাহলে আপনারা এত তাড়াতাড়ি  শেষ দিয়ে দিলেন কেন???",0
আমি তুর্কী থাকতে অনেক দেখতাম,1
এটা তো শেষ হয়েছে এবার তো অন্য তুর্কি সিরিজ গুলো একটু ফাস্ট দিতে পারতেন তা নাহ সেম একি অবস্থা 😾😾😾😾,2
প্রতিটা পর্ব ছিল অসাধারণ।,1
একলাছ বাঁচাবে এটাই শেষ পর্ব,1
আপনাদের অনেক অনেক ধন্যবাদ এই নাটকটা বাংলায় ডাবিং করার জন্য অসাধারণ একটি গল্প নাটকটি,1
"অ্যাই গিরি গিরি গিরি গিরি উসকে গিরি 😌

উসকে গিরি উসকে গিরি প্যাকেট গিরি💦

বাবুজী জারা ধিরে চালা বিজলী খারী ঈয়ে ঈয়ে বিজলী খারী💃

ছুনে ছে জ্বাল যাওয়গে ছামঝো না কুছ বাকুল ঘারি 😌👙",0
"ওয়ান টু থ্রি ফর গেট অন দা ডান্স ফ্লোর.... 
ওয়ান টু থ্রি ফর গেট অন দা ডান্স ফ্লোর 
বুটি শেক বুটি শেক 
ডাপাংকুউথো হার্ডকোর
শোল্ডার হিচিক মিচিক 
বডি হিচিক মিচিক 
গিমি গিমি গিমি গিমি
গিমি গিমি সাম মোর 😎🤩",0
আপনাকে টিপ পরলেই সুন্দর লাগে,1
অনেক অনেক ভালো লাগে দেখতে,1
অনেক ভালো লাগে দেখতে 😘😘,1
আমার খুব  খারাপ  লাগছে।এই নাটক  আমার খুব  পিয়,1
অনেক অপেক্ষায় আছি আগামিকাল কখন আসবে পর্ব টা,1
"যখন কেউ মেধাবী হয়.😇
🇬🇧:You are so talented. 
🇧🇩:আইছে বা""ল পাকনা!🙂",0
বাপের বাপ না থাকলে বাপ আসবে কোথ থেকে আজব ক্যাপশন,2
ভাই শেষের পর্ব কত নাম্বার,0
"বালের নাটক,স্ক্রিপ্টের ঠিক নাই,যা মনে আইসে তাই।",2
লাস্ট পর্ব টা কবে আসবে.?,0
আফা আমার বিষয় টাও একটু দেখেন😊😊,0
অসাধারণ,1
কে যে এইটারে নায়িকা হিসাবে নেয়!!!!,2
এ ছেলেটা কি হিজরা নাকি।,2
মুভির নাম কি...?,0
তরা নতুন পর্ব দে আর না হয় বন্ধ করে দে সিরিজ দেখবো নাহ🤧,2
খুব শিগগিরই করতে করতে আর কত ওয়েট করবো শুনি,2
১টার নাম আদা আর ১টার নাম রসুন হওয়া উচিত ছিলো,1
খুব ভালো লাগে,1
অনেক দারুন,1
এই মুভির টা নাম কি কে জানেন  বলবেন,0
ভালোবাসা এমনি হয়,1
এরকম চরিত্র নির্ভর কাজ বেশি হওয়া দরকার। এতে সিনিয়রদের কাজে লাগানো যাবে।শুভ কামনা রইলো,1
অনেক সুন্দর,1
অপেক্ষায় রইলাম,1
যাক অবশেষে দেশে চরিত্র নির্ভর কাজ হচ্ছে।,1
মিশার মত অভিনেতা দের এভাবেই কাজে লাগানো উচিত তাদের অন্য রোল অনেক কিছু দেয়ার আছে,1
যাক শেষ পর্যন্ত বাংলা সিনেমার কিছুটা হলেও উন্নতি হয়েছে। শুভকামনা ও শুভেচ্ছা রইল বাংলা সিনেমা প্রেমীদের জন্য,1
"মিশা ভাইএর মত একজন সক্তিমান অভিনেতা, তার এই শিরিয তা ত দেখাই লাগবে।",1
মজা লাগল।মিশাভাইয়ের উচিত ভিন্ন কিছু করে দেখানো। ওটিটি সেই সুযোগ দেবে।,1
চুমার সাউন্ড এতো লাউড ক্যান,2
খুব ভালো সিদ্ধান্ত নিয়েছে মিশা সওদাগর। ওটিটিতে কাজ করা উচিত।,1
এবার মনে হচ্ছে মিশা সওদাগরকে সবাই নতুন করে পাবে ।শুভ কামনা,1
রহমান মতি সহমত।এভাবে সবাই সব মিডিয়ামে কাজ করুক।জট কেটে যাক।,1
নতুন কিছু হবে নিশ্চয়।,1
"এত দিনে হুশ হইলো আংকেল এর,, কনটেন্ট ভালো হইলেই হয়",1
পুরো কাজটাই লিফটের মধ্যে। লিফটে আটকা পরার পর ভয়াবহ অভিজ্ঞতা।,1
উফফফফ!!! তর আর সইছে না,1
মহানগর ২য় পর্ব কবে আসছে?,0
মিষ্টি একটা মেয়ে 🥰,1
আমার দেখা সব থেকে বাজে ওয়েব সিরিজ,2
ভালো হয়েছে,1
আফজাল ভাইর লুক..ওএমজি!!,1
"সবচেয়ে ভাল লেগেছে ""মিষ্টি কিছু"" ❤️",1
খুবই জঘন্য এবং হাস্যকর,2
মিউজিক টা সেই লেভেলের হইছে।,1
Chorki দেষি শব্দটা কী বাংলা একাডেমি নতুন সংযোজন করেছে....,0
সবচেয়ে বাজে কনটেন্ট,2
একেক জনের অভিনয় টা যা দারুন ছিল😊,1
দুর্দান্ত লেগেছে,1
"!!বাজে অভ্যাস ছাড়ুন - কবিতা পড়ুন!!
:::::কবিতা পাবেন এই আইডিতে:::::",0
আপনেরা প্রত্যেক অ্যাপস যা শুরু করলেন না 🙂🙂 এমনিতেই ফকির আরো ফকির বানাই ছাড়বেন 🙂,0
নায়িকা আনার কোন দরকার ছিল না।,0
মোটেই ভালো হয়নি,2
ফালতু,2
টুইস্ট নেই 🤷‍♂️,2
বিরক্তিকর,2
"সাশ্রয়ী মূল্যে আপনার পছন্দের নবায়নযোগ্য প্যাকেজটি নিতে ইনবক্স করুন।❤️🖤🧡
ফোন/হোয়াটসঅ্যাপ নাম্বার:০১৬১০৩৫৬১৪০",0
বাংলাদেশে পেমেন্ট কি বিকাশে করা যায়..??,0
ভালো লাগছে।,1
কারো হইচই ১ মাসের জন্য লাগলে ইনবক্স,0
আমার জীবন টা ঠিক এমনি সবাই বলে মানিয়ে নিয়ে চল আমার পাসেও কেউ নেই,1
এরকম ঘরে ঘরে হয়ছে কিন্তু  অনেক মেয়েয়াই মুখ বুঝে সব সয়ে নেয় । 🥺🥺🥺,1
"সবাই বেঈমান,মর্ম দিতে জানেনা এসব মানুষেরা",1
মেয়েটার অভিনয় দক্ষতা অসাধারণ। বাস্তবকেও হার মানাবে।,1
"অসাধারণ মুভিটা। 
মুভিটাতে বাস্তব অনেক চিত্র তুলে ধরেছে।",1
"গণতান্ত্রিক দেশ , নারী পুরুষের সমান সমান অধিকার , শুধুমাত্র কী সেটা কাগজে কলমে ? কী লাভ ? 🇮🇳🙏",1
খুবি  সত্য  কথা  এক টা মেয়ের  জন্য।,1
অসাধারণ অভিনয়,1
মেয়ে টার অভিনয়  অসাধারণ,1
অসাধারণ অভিনয় ❤️❤️,1
খুবই ভালো,1
শিক্ষনীয় বিষয়,1
"এই আধুনিক যুগে  এসেও, এরকম ঘরে ঘরে  মেয়েদের ওপর  অত্যাচার হচ্ছে কিন্তু  অনেক মেয়েয়াই মুখ বুঝে সব সয়ে নেয় । 🥺🥺🥺",1
সুন্দর অভিনয়  ♥️♥️♥️🇧🇩,1
বালের ফ্যামিলি,2
গল্পটা খুব সুন্দর আরো সুন্দর হতো শাশুড়িরে যদি দুই গালে চারটা চট করে দাও যেত,1
এটা দিঘির শ্রেষ্ঠ অভিনয়,1
খুব ভালো ছিলো,1
অনেক সুন্দর এইটা,1
অসাধারণ একটা মুভি,1
আমি দেখেছি।অনেক ভালো লেগেছে,1
দিঘি নাস্তিক,2
"নিমিষেই দেখা শেষ, নতুনের অপেক্ষায়",1
Mr Queen এর বাংলা ডাবিং করেন।,0
আমার খুব পছন্দের,1
২৫-২৮ কত তারিখে আসবে?,0
অপেক্ষায় আছি🤟💙🔥,1
অপেক্ষায় রইলাম ❤️,1
ক‌বে মুক্তি পা‌বে ?,0
"চরকি কি একটা খেলাই দেখাইতে যাইতাছেরে ,,,😍😍😍",1
কি হতে যাচ্ছে চরকি তে?,0
প্রিয় অভিনয় শিল্পী রা,1
"চরকি তে সাবস্ক্রাইব করতে পাচ্ছি না,  কিভাবে করবো??",0
ভাই রে ভাই। কন্টেন্ট এর উপর কন্টেন্ট। একটার পর একটা❤️❤️❤️❤️ ফজলুর রহমান বাবু আর চঞ্চল চৌধুরী  💣💣💣,1
আবারও একবার কাপাবে দুনিয়া! ❤️,1
ওরে ! সুর টা সেই তো!,1
সেই হপ্পে🖤,1
চনচল ভাই আপনি আমার ফেভারিট,1
"নোংরামি যদি হয় বিজ্ঞাপন, তাহলে আর ছবির কোয়ালিটি নিয়ে কোনো সন্দেহ নাই

জঘন্য 👌",2
বাল একটা  ফালতু ফিল্ম😡,2
ভালো লাগে নি।,2
ভাল লোক মিসা ভাই,1
একদিন পর্ণ ভিডিয়ো দেখছিলাম। ফুল ভলিউমে ইয়ারফোনে। কিছুক্ষণ পর বুজতে পারলাম ইয়ারফোনে কানেক্ট হয়নি। এতক্ষণ বাইরের লোকজন‌ও শুনছিলো। চোখ ঘুরিয়ে দেখি ভাবি হা করে তাকিয়ে আছে আমার দিকে। 🙂,0
"আমার এক friend Messenger এ জিজ্ঞেস করছিলো.... কবে দেখা করবে??? আমি ঘুম ঘুম চোখে উত্তর দিয়েছিলাম ""কাল""। পরে ঘুম থেকে উঠে দেখি সে আমাকে block দিছে। কারন হইলো; কাল এর জায়গায় বাল হয়ে গিয়েছিলো। 🫢😑😑",0
"আমার নাম মাইকেল....
পাহাড়ের উপরে দিয়া চালাই সাইকেল 🤣",0
অসাধারণ মিশা সওদাগর,1
বাংলাদেশের চলচ্চিত্র শিল্পের একজন অসাধারণ গুণী শিল্পী। যার প্রতিটি চরিত্রেই আলাদা বৈশিষ্ট্য থাকে।,1
মিশা ভাই মানে সিনেমা হিট,1
কবরের দিকে তাকালে বোঝা যায় পৃথিবীর সব আয়োজন বৃথা,0
"ভালো মানুষ, দেখা করতে চাই",1
মিশা সওদাগর ভাই সত্যি আমার একজন পছন্দের লোক।,1
"মিসা ভাইয়ের একটা ডাইলক এই,আমি আজরায়িলের খালাতো ভাই  এই ডাইলক দিয়ার পরে মিসা ভাই অনেক পিটুনি খাই",1
মিসাভাই ভাল একজন অবি নেতা আই লাই কিট🌹🌹💞💞,1
মিশা ভাইয়ের  অভিনয়  অনেক  ভালো লাগে,1
"আসলে উনি এমন অভিনয় করেন জে সেই আদিম যুগ ধরে এখনো আমাদের বাংলাদেশের সিনেমাতে আছেন 
খারাপ হলে কি থাকতেন নাকি  ভাবুন তো👌👌",1
খুব ভালো কাজ পাবো।,1
সেই প্রথম থেকেই মিশা ভাইর অভিনয় দেখি।ভালোই লাগে ভিলেনি চাল গুলো 🙂,1
মিশাসদাগরের ভিলেন চরিত্রে পাঠ গুলি সবচেয়ে  মজা কর ছিল। এইটা ছোট  বেলায়  উনার  ফিলিম গুলি দেখতাম । আরু মজাকর ভিলেন পাঠগুলি  উনা এক জন ভালো  মনের মানুষ।  উনাকের আমি  অনেক  ভালোবাসি।আই মিস ইউ নিশাসদাগর,1
"আমি সারাদিন বাসায় একা থাকি,একা থাকতে থাকতে এখন আর কারো সাথে মিশতে ভালো লাগে না,কলেজে এই কারনে ৭ মাস যাবৎ আমার কোনো বন্ধু বান্ধব হয়ে ওঠেনি,এখন আমি একা থাকতে পছন্দ করি,বাসায় কেউ আসলে বেশি সময় থাকলে বিরক্ত লাগে,আমার কি একা থাকার ভালো লাগা কি উচিৎ নাকি পরিবর্তন করলে ভালো হবে..??",0
আপনার অভিনয় আমার খুব ভালো লাগে ভাইয়া,1
আমি কাউকে ভালবাসি এটা আমি সরাসরি তাকে বলবো কিভাবে 🥺,0
"আমার ছোট বেলার নিশা মাস্তান, এখনও শ্রদ্ধা আসে লোকটার প্রতি এখন দেশের গৌরবময় অভিনেতা মিশা সওদাগর।  বেঁচে থাকুন হাজার বছর।",1
মিশা ভাইয়ের অভিনয় খারাপ হলেও.. কিন্তু প্রকৃত একটা ভালো মানুষ..,1
খুব ভালো লাগে তার অভিনয়,1
এতো মানুষের মধ্যে আমার কমেন্টে সে দেখবা না চেলেন্স আমি সিরাজ গন্জ থেকে বলছি আপনার সাথে দেখা করতে চাই মিশা ভাই,1
"আপনি নাকি হাজী নামাজ আদায় করেন!
কিন্তু কেউ একজন এফডিসির বলছে সব সময় আপনাকে নাকি নামাজ ছাড়া ই দেখেন।
হাজী,নামাজি হলে এখানে কেন আপনি?",2
জাদরেল অভিনেতা!,1
"মাঝে মাঝে কি যেন খেতে মন চায়,,,কিন্তু কি খেতে মন চায় তা আর বলতে পারি না,,,",0
মিসা একটা বাটপার,2
সুমাইয়া আমারে ভালবাসেনা 🙁,0
সিনেমার ডায়লগ হলেও নিজের সত্য কথাটি বললেন মিশা,1
আপনার মতো নিখুঁত অভিনেতা ফিল্ম ইন্ডাস্ট্রির গর্ভ...মিসা ভাই ভালোবাসা নিয়েন..🥰🥰🥰🥰,1
মিশা ভাই পমপম খাওয়া-দাওয়ায় অনেক এক্সপার্ট,2
চমৎকার ছিল,1
সম্পূর্ণা মুভি বুঝার ছিলো!,1
